date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:18:49	18134/18134	---M--	200	added ('OK')	image/gif	date:Wed,%2009%20Nov%202016%2012:05:20%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/loading@2x.gif	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/themes/default/loading@2x.gif	(from http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/default.css)
01:18:50	4224/4224	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202016%2012:05:24%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/prev@2x.png	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/themes/default/prev@2x.png	(from http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/default.css)
01:18:50	4235/4235	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202016%2012:05:20%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/next@2x.png	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/themes/default/next@2x.png	(from http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/default.css)
01:18:51	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Nov%202016%2012:05:18%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/close@2x.png	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/themes/default/close@2x.png	(from http://premiumlayers.net/demo/html/vcard/vcard/images/themes/default/default.css)
01:18:51	370/370	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:51%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/jquery.mCustomScrollbar.css	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/jquery.mCustomScrollbar.css	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:51	371/371	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:52%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.carousel.css	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.carousel.css	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:52	368/368	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:52%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.theme.css	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.theme.css	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:52	374/374	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:53%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.transitions.css	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/owl-carousel/owl.transitions.css	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:53	364/364	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:53%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/full-black.css	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/full-black.css	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:53	26313/26313	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20May%202017%2023:14:11%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/index.html	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/index-2.html	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:56	12637/12637	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:05:07%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/xtra/1.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/xtra/1.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:57	362/362	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:57%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/yellow-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/yellow-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:57	12942/12942	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:05:07%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/xtra/2.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/xtra/2.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:57	361/361	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:57%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/green-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/green-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:57	13058/13058	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:05:08%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/xtra/3.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/xtra/3.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:58	359/359	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:58%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/red-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/red-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:58	360/360	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:58%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/blue-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/blue-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:59	362/362	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:59%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/violet-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/violet-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:18:59	362/362	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:48:59%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/orange-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/orange-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:19:00	360/360	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:49:00%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/pink-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/pink-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:19:00	366/366	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:49:00%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/css/colors/pale-green-black	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/css/colors/pale-green-black	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:19:01	379/379	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Oct%202017%2019:49:01%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/js/jquery.mCustomScrollbar.concat.min.js	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/js/jquery.mCustomScrollbar.concat.min.js	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
01:19:04	235791/235791	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2012:04:48%20GMT	http://premiumlayers.net/demo/html/vcard/vcard/images/blog/1-big.jpg	D:/Extra/New%20folder/cv/premiumlayers.net/demo/html/vcard/vcard/images/blog/1-big.jpg	(from http://premiumlayers.net/demo/html/vcard/vcard/blog-single.html)
